,Title,BERT label,BERT label words,TFIDF label,TFIDF label words,BERT + TFIDF label,BERT + TFIDF label words,Comment Count,Time elapsed (mins),Upvotes,Upvote Ratio
Post 93,Oh My MATH 1110 Filled Up Fast AF,-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",13,"[('math', 5), ('pre', 3), ('enroll', 3), ('anyone', 2), ('is', 2), ('1110', 2), ('aem', 2), ('vs', 2), ('biomg', 1), ('1350', 1)]",-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",0,1163.0,3,0.8
Post 94,math1110 spot: willing to pay decent kaching $$$,12,"[('i', 9), ('get', 7), ('classes', 7), ('is', 7), ('still', 4), ('anyone', 4), ('cs', 4), ('math', 4), ('time', 3), ('how', 3)]",9,"[('1110', 3), ('econ', 2), ('3110', 2), ('taking', 2), ('without', 2), ('math', 2), ('skip', 1), ('info3450', 1), ('take', 1), ('info4400?', 1)]",12,"[('i', 9), ('get', 7), ('classes', 7), ('is', 7), ('still', 4), ('anyone', 4), ('cs', 4), ('math', 4), ('time', 3), ('how', 3)]",0,1156.0,3,1.0
Post 95,BSOC 2061 - Ethics & The Environment,12,"[('i', 9), ('get', 7), ('classes', 7), ('is', 7), ('still', 4), ('anyone', 4), ('cs', 4), ('math', 4), ('time', 3), ('how', 3)]",13,"[('math', 5), ('pre', 3), ('enroll', 3), ('anyone', 2), ('is', 2), ('1110', 2), ('aem', 2), ('vs', 2), ('biomg', 1), ('1350', 1)]",12,"[('i', 9), ('get', 7), ('classes', 7), ('is', 7), ('still', 4), ('anyone', 4), ('cs', 4), ('math', 4), ('time', 3), ('how', 3)]",0,1035.0,5,1.0
Post 96,someone pls drop 2150,-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",13,"[('math', 5), ('pre', 3), ('enroll', 3), ('anyone', 2), ('is', 2), ('1110', 2), ('aem', 2), ('vs', 2), ('biomg', 1), ('1350', 1)]",-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",0,1010.0,3,1.0
Post 97,Taking Econ 1110 without Sanders?,11,"[('taking', 2), ('econ', 2), ('1110', 2), ('math', 2), ('without', 1), ('sanders?', 1), ('phys', 1), ('2213,', 1), ('1920', 1), ('pre', 1)]",9,"[('1110', 3), ('econ', 2), ('3110', 2), ('taking', 2), ('without', 2), ('math', 2), ('skip', 1), ('info3450', 1), ('take', 1), ('info4400?', 1)]",13,"[('taking', 2), ('econ', 2), ('1110', 2), ('math', 2), ('without', 1), ('sanders?', 1), ('phys', 1), ('2213,', 1), ('1920', 1), ('pre', 1)]",3,984.0,1,0.67
Post 98,1110 or 1101,-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",13,"[('math', 5), ('pre', 3), ('enroll', 3), ('anyone', 2), ('is', 2), ('1110', 2), ('aem', 2), ('vs', 2), ('biomg', 1), ('1350', 1)]",-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",2,396.0,2,1.0
Post 99,ECE 3100?,9,"[('cs2110', 1), ('ilrob', 1), ('1220', 1), ('stsci', 1), ('2150', 1), ('ece', 1), ('3100?', 1)]",17,"[('ece', 2), ('major', 1), ('3100?', 1)]",9,"[('cs2110', 1), ('ilrob', 1), ('1220', 1), ('stsci', 1), ('2150', 1), ('ece', 1), ('3100?', 1)]",1,343.0,2,1.0
Post 100,3110 + 4780 workload,-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",9,"[('1110', 3), ('econ', 2), ('3110', 2), ('taking', 2), ('without', 2), ('math', 2), ('skip', 1), ('info3450', 1), ('take', 1), ('info4400?', 1)]",-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",2,340.0,2,0.75
Post 101,BIONB 4300?,-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",9,"[('1110', 3), ('econ', 2), ('3110', 2), ('taking', 2), ('without', 2), ('math', 2), ('skip', 1), ('info3450', 1), ('take', 1), ('info4400?', 1)]",-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",0,326.0,2,1.0
Post 102,Preenroll Questions- Freshman,-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",13,"[('math', 5), ('pre', 3), ('enroll', 3), ('anyone', 2), ('is', 2), ('1110', 2), ('aem', 2), ('vs', 2), ('biomg', 1), ('1350', 1)]",-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",4,192.0,2,1.0
Post 103,Chem 3570,4,"[('chem', 3), ('3580', 2), ('sapling', 1), ('3570', 1)]",3,"[('chem', 3), ('3570', 3), ('ready', 1), ('get', 1), ('calf', 1), ('muscles', 1), ('back', 1), ('goodbye', 1), ('good', 1), ('riddance', 1)]",4,"[('chem', 3), ('3580', 2), ('sapling', 1), ('3570', 1)]",2,175.0,2,0.75
Post 104,PE rock climbing course,1,"[('pe', 2), ('bike', 1), ('touring', 1), ('rock', 1), ('climbing', 1), ('course', 1)]",13,"[('math', 5), ('pre', 3), ('enroll', 3), ('anyone', 2), ('is', 2), ('1110', 2), ('aem', 2), ('vs', 2), ('biomg', 1), ('1350', 1)]",1,"[('pe', 2), ('bike', 1), ('touring', 1), ('rock', 1), ('climbing', 1), ('course', 1)]",2,158.0,2,1.0
Post 105,What is the best intro statistics class to take?,-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",13,"[('math', 5), ('pre', 3), ('enroll', 3), ('anyone', 2), ('is', 2), ('1110', 2), ('aem', 2), ('vs', 2), ('biomg', 1), ('1350', 1)]",-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",3,157.0,2,1.0
Post 106,Phys 2207 final,5,"[('phys', 2), ('1112', 1), ('2207', 1), ('final', 1)]",0,"[('phys', 1), ('2207', 1), ('final', 1), ('predictions', 1), ('(raw', 1), ('score)', 1), ('cut', 1), ('earn', 1), ('a', 1), ('semester', 1)]",5,"[('phys', 2), ('1112', 1), ('2207', 1), ('final', 1)]",3,1410.0,4,1.0
Post 107,Good alternatives for STSCI 2150,6,"[('good', 5), ('alternatives', 5), ('stsci', 5), ('2150', 5), ('any', 1)]",8,"[('stsci', 6), ('2150', 6), ('good', 5), ('alternatives', 5), ('any', 1), ('lottery', 1), ('fws', 1)]",6,"[('good', 5), ('alternatives', 5), ('stsci', 5), ('2150', 5), ('any', 1)]",0,1349.0,1,1.0
Post 108,Good alternatives for STSCI 2150,6,"[('good', 5), ('alternatives', 5), ('stsci', 5), ('2150', 5), ('any', 1)]",8,"[('stsci', 6), ('2150', 6), ('good', 5), ('alternatives', 5), ('any', 1), ('lottery', 1), ('fws', 1)]",6,"[('good', 5), ('alternatives', 5), ('stsci', 5), ('2150', 5), ('any', 1)]",0,1349.0,1,1.0
Post 109,Good alternatives for STSCI 2150,6,"[('good', 5), ('alternatives', 5), ('stsci', 5), ('2150', 5), ('any', 1)]",8,"[('stsci', 6), ('2150', 6), ('good', 5), ('alternatives', 5), ('any', 1), ('lottery', 1), ('fws', 1)]",6,"[('good', 5), ('alternatives', 5), ('stsci', 5), ('2150', 5), ('any', 1)]",0,1349.0,1,1.0
Post 110,Good alternatives for STSCI 2150,6,"[('good', 5), ('alternatives', 5), ('stsci', 5), ('2150', 5), ('any', 1)]",8,"[('stsci', 6), ('2150', 6), ('good', 5), ('alternatives', 5), ('any', 1), ('lottery', 1), ('fws', 1)]",6,"[('good', 5), ('alternatives', 5), ('stsci', 5), ('2150', 5), ('any', 1)]",0,1349.0,1,1.0
Post 111,Archery TR 11:20-12:05pm,-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",13,"[('math', 5), ('pre', 3), ('enroll', 3), ('anyone', 2), ('is', 2), ('1110', 2), ('aem', 2), ('vs', 2), ('biomg', 1), ('1350', 1)]",-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",0,1305.0,1,0.6000000000000001
Post 112,Cornell engineering freshman liberal studies requirement,-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",9,"[('1110', 3), ('econ', 2), ('3110', 2), ('taking', 2), ('without', 2), ('math', 2), ('skip', 1), ('info3450', 1), ('take', 1), ('info4400?', 1)]",-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",1,1149.0,1,1.0
Post 113,Chances of getting into MATH 3340 or 3360 if I ask?,12,"[('i', 9), ('get', 7), ('classes', 7), ('is', 7), ('still', 4), ('anyone', 4), ('cs', 4), ('math', 4), ('time', 3), ('how', 3)]",13,"[('math', 5), ('pre', 3), ('enroll', 3), ('anyone', 2), ('is', 2), ('1110', 2), ('aem', 2), ('vs', 2), ('biomg', 1), ('1350', 1)]",12,"[('i', 9), ('get', 7), ('classes', 7), ('is', 7), ('still', 4), ('anyone', 4), ('cs', 4), ('math', 4), ('time', 3), ('how', 3)]",1,1139.0,2,1.0
Post 114,"Taking Phys 2213, is math 1920 a pre or co req?",11,"[('taking', 2), ('econ', 2), ('1110', 2), ('math', 2), ('without', 1), ('sanders?', 1), ('phys', 1), ('2213,', 1), ('1920', 1), ('pre', 1)]",13,"[('math', 5), ('pre', 3), ('enroll', 3), ('anyone', 2), ('is', 2), ('1110', 2), ('aem', 2), ('vs', 2), ('biomg', 1), ('1350', 1)]",13,"[('taking', 2), ('econ', 2), ('1110', 2), ('math', 2), ('without', 1), ('sanders?', 1), ('phys', 1), ('2213,', 1), ('1920', 1), ('pre', 1)]",12,1039.0,1,0.67
Post 115,AEM 2210 vs AEM 2050,8,"[('aem', 2), ('aem2000', 1), ('2210', 1), ('vs', 1), ('2050', 1)]",13,"[('math', 5), ('pre', 3), ('enroll', 3), ('anyone', 2), ('is', 2), ('1110', 2), ('aem', 2), ('vs', 2), ('biomg', 1), ('1350', 1)]",8,"[('aem', 2), ('aem2000', 1), ('2210', 1), ('vs', 1), ('2050', 1)]",1,1027.0,1,1.0
Post 116,pre enroll icon has been loading for 11 minutes,-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",13,"[('math', 5), ('pre', 3), ('enroll', 3), ('anyone', 2), ('is', 2), ('1110', 2), ('aem', 2), ('vs', 2), ('biomg', 1), ('1350', 1)]",-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",0,1006.0,2,0.67
Post 117,Is anyone able to enroll into DSOC 1200?,12,"[('i', 9), ('get', 7), ('classes', 7), ('is', 7), ('still', 4), ('anyone', 4), ('cs', 4), ('math', 4), ('time', 3), ('how', 3)]",13,"[('math', 5), ('pre', 3), ('enroll', 3), ('anyone', 2), ('is', 2), ('1110', 2), ('aem', 2), ('vs', 2), ('biomg', 1), ('1350', 1)]",12,"[('i', 9), ('get', 7), ('classes', 7), ('is', 7), ('still', 4), ('anyone', 4), ('cs', 4), ('math', 4), ('time', 3), ('how', 3)]",3,998.0,1,1.0
Post 118,"Predictions for (raw score) cut off to earn an A this semester in 3570 assuming the breakdown remains 50% quizzes, 40% prelims, 10% homework",12,"[('i', 9), ('get', 7), ('classes', 7), ('is', 7), ('still', 4), ('anyone', 4), ('cs', 4), ('math', 4), ('time', 3), ('how', 3)]",0,"[('phys', 1), ('2207', 1), ('final', 1), ('predictions', 1), ('(raw', 1), ('score)', 1), ('cut', 1), ('earn', 1), ('a', 1), ('semester', 1)]",12,"[('i', 9), ('get', 7), ('classes', 7), ('is', 7), ('still', 4), ('anyone', 4), ('cs', 4), ('math', 4), ('time', 3), ('how', 3)]",8,997.0,0,0.5
Post 119,Math 2930 vs Math 4280,-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",13,"[('math', 5), ('pre', 3), ('enroll', 3), ('anyone', 2), ('is', 2), ('1110', 2), ('aem', 2), ('vs', 2), ('biomg', 1), ('1350', 1)]",-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",0,256.0,1,0.5700000000000001
Post 120,CAS students: When to take language classes?,12,"[('i', 9), ('get', 7), ('classes', 7), ('is', 7), ('still', 4), ('anyone', 4), ('cs', 4), ('math', 4), ('time', 3), ('how', 3)]",13,"[('math', 5), ('pre', 3), ('enroll', 3), ('anyone', 2), ('is', 2), ('1110', 2), ('aem', 2), ('vs', 2), ('biomg', 1), ('1350', 1)]",12,"[('i', 9), ('get', 7), ('classes', 7), ('is', 7), ('still', 4), ('anyone', 4), ('cs', 4), ('math', 4), ('time', 3), ('how', 3)]",3,252.0,1,0.67
Post 121,Cs 2800 with 2110,-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",13,"[('math', 5), ('pre', 3), ('enroll', 3), ('anyone', 2), ('is', 2), ('1110', 2), ('aem', 2), ('vs', 2), ('biomg', 1), ('1350', 1)]",-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",2,251.0,1,0.67
Post 122,MATH 2130 without taking 1110 or 1120?,-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",9,"[('1110', 3), ('econ', 2), ('3110', 2), ('taking', 2), ('without', 2), ('math', 2), ('skip', 1), ('info3450', 1), ('take', 1), ('info4400?', 1)]",-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",1,165.0,1,1.0
Post 123,Which is Easier? Math 1106 vs 1110,11,"[('taking', 2), ('econ', 2), ('1110', 2), ('math', 2), ('without', 1), ('sanders?', 1), ('phys', 1), ('2213,', 1), ('1920', 1), ('pre', 1)]",9,"[('1110', 3), ('econ', 2), ('3110', 2), ('taking', 2), ('without', 2), ('math', 2), ('skip', 1), ('info3450', 1), ('take', 1), ('info4400?', 1)]",13,"[('taking', 2), ('econ', 2), ('1110', 2), ('math', 2), ('without', 1), ('sanders?', 1), ('phys', 1), ('2213,', 1), ('1920', 1), ('pre', 1)]",0,1311.0,0,0.33
Post 124,what,-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",14,"[('anyone', 1), ('know', 1), ('anything', 1), ('amst', 1), ('1101?', 1)]",-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",6,967.0,0,0.43
Post 125,Better Prof for Econ 1120,11,"[('taking', 2), ('econ', 2), ('1110', 2), ('math', 2), ('without', 1), ('sanders?', 1), ('phys', 1), ('2213,', 1), ('1920', 1), ('pre', 1)]",13,"[('math', 5), ('pre', 3), ('enroll', 3), ('anyone', 2), ('is', 2), ('1110', 2), ('aem', 2), ('vs', 2), ('biomg', 1), ('1350', 1)]",13,"[('taking', 2), ('econ', 2), ('1110', 2), ('math', 2), ('without', 1), ('sanders?', 1), ('phys', 1), ('2213,', 1), ('1920', 1), ('pre', 1)]",3,212.0,0,0.5
Post 126,if discussions for class that i chose are filled up will it still let me sign up for the lecture ?,12,"[('i', 9), ('get', 7), ('classes', 7), ('is', 7), ('still', 4), ('anyone', 4), ('cs', 4), ('math', 4), ('time', 3), ('how', 3)]",9,"[('1110', 3), ('econ', 2), ('3110', 2), ('taking', 2), ('without', 2), ('math', 2), ('skip', 1), ('info3450', 1), ('take', 1), ('info4400?', 1)]",12,"[('i', 9), ('get', 7), ('classes', 7), ('is', 7), ('still', 4), ('anyone', 4), ('cs', 4), ('math', 4), ('time', 3), ('how', 3)]",1,1018.0,0,0.33
Post 127,Need permission to enroll 2800??????,-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",15,"[('need', 2), ('permission', 2), ('enroll', 1), ('2800??????', 1), ('biog1445', 1), ('code!!!', 1)]",-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",3,1004.0,0,0.5
Post 128,Transfer Option,-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",9,"[('1110', 3), ('econ', 2), ('3110', 2), ('taking', 2), ('without', 2), ('math', 2), ('skip', 1), ('info3450', 1), ('take', 1), ('info4400?', 1)]",-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",1,169.0,0,0.33
Post 129,"I’m applying to cornell HumEc. Were ur supplements all very interndisciplinary? And what does that even mean? I said I’m going to do .. here and further that interest here, with this lab and this lab. Is that enough for “interdisciplinary”?",12,"[('i', 9), ('get', 7), ('classes', 7), ('is', 7), ('still', 4), ('anyone', 4), ('cs', 4), ('math', 4), ('time', 3), ('how', 3)]",-1,"[('i', 4), ('cs', 3), ('3110', 3), ('la', 3), ('going', 2), ('back', 2), ('de', 2), ('i’m', 2), (""haven't"", 1), ('seen', 1)]",12,"[('i', 9), ('get', 7), ('classes', 7), ('is', 7), ('still', 4), ('anyone', 4), ('cs', 4), ('math', 4), ('time', 3), ('how', 3)]",2,13.0,0,0.4
Post 130,NEED BIOG1445 permission code!!!,-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",15,"[('need', 2), ('permission', 2), ('enroll', 1), ('2800??????', 1), ('biog1445', 1), ('code!!!', 1)]",-1,"[('cs', 6), ('3110', 5), ('math', 5), ('back', 4), ('1110', 4), ('la', 3), ('freshman', 3), ('pre', 3), ('enroll', 3), ('take', 2)]",7,534.0,0,0.33
